kanji	kanji_meaning	kanji_readings	kanji_strokes	component	component_meaning
買	buy	バイ、かう	12.0	貝	shell
買	buy	バイ、かう	12.0	目	eye
買	buy	バイ、かう	12.0	ハ	
買	buy	バイ、かう	12.0	罒	
貸	lend	タイ、かす	12.0	⺅	
貸	lend	タイ、かす	12.0	貝	shell
貸	lend	タイ、かす	12.0	目	eye
貸	lend	タイ、かす	12.0	ハ	
貸	lend	タイ、かす	12.0	弋	shoot
費	expense	ヒ、ついやす、ついえる	12.0	｜	
費	expense	ヒ、ついやす、ついえる	12.0	貝	shell
費	expense	ヒ、ついやす、ついえる	12.0	目	eye
費	expense	ヒ、ついやす、ついえる	12.0	ハ	
費	expense	ヒ、ついやす、ついえる	12.0	弓	bow
貼	paste	チョウ、はる	12.0	貝	shell
貼	paste	チョウ、はる	12.0	目	eye
貼	paste	チョウ、はる	12.0	ハ	
貼	paste	チョウ、はる	12.0	口	mouth
貼	paste	チョウ、はる	12.0	卜	divination
貿	trade	ボウ	12.0	貝	shell
貿	trade	ボウ	12.0	目	eye
貿	trade	ボウ	12.0	ハ	
貿	trade	ボウ	12.0	刀	knife
貿	trade	ボウ	12.0	厶	private
賀	congratulations	ガ	12.0	貝	shell
賀	congratulations	ガ	12.0	目	eye
賀	congratulations	ガ	12.0	ハ	
賀	congratulations	ガ	12.0	口	mouth
賀	congratulations	ガ	12.0	力	power
賂	bribe	ロ	13.0	貝	shell
賂	bribe	ロ	13.0	目	eye
賂	bribe	ロ	13.0	ハ	
賂	bribe	ロ	13.0	口	mouth
賂	bribe	ロ	13.0	夂	go
賃	fare	チン	13.0	王	jade
賃	fare	チン	13.0	⺅	
賃	fare	チン	13.0	貝	shell
賃	fare	チン	13.0	目	eye
賃	fare	チン	13.0	ハ	
賄	bribe, board	ワイ、まかなう	13.0	ノ	
賄	bribe, board	ワイ、まかなう	13.0	一	one
賄	bribe, board	ワイ、まかなう	13.0	貝	shell
賄	bribe, board	ワイ、まかなう	13.0	目	eye
賄	bribe, board	ワイ、まかなう	13.0	ハ	
賄	bribe, board	ワイ、まかなう	13.0	月	moon
資	resources	シ	13.0	貝	shell
資	resources	シ	13.0	目	eye
資	resources	シ	13.0	ハ	
資	resources	シ	13.0	欠	lack
資	resources	シ	13.0	冫	ice
賊	burglar	ゾク	13.0	貝	shell
賊	burglar	ゾク	13.0	目	eye
賊	burglar	ゾク	13.0	ハ	
賊	burglar	ゾク	13.0	十	ten
賊	burglar	ゾク	13.0	戈	halberd
賓	V.I.P.	ヒン	15.0	ノ	
賓	V.I.P.	ヒン	15.0	貝	shell
賓	V.I.P.	ヒン	15.0	目	eye
賓	V.I.P.	ヒン	15.0	ハ	
賓	V.I.P.	ヒン	15.0	小	small
賓	V.I.P.	ヒン	15.0	宀	roof
賛	approve	サン	15.0	貝	shell
賛	approve	サン	15.0	目	eye
賛	approve	サン	15.0	ハ	
賛	approve	サン	15.0	人	man
賛	approve	サン	15.0	大	big
賛	approve	サン	15.0	二	two
賛	approve	サン	15.0	亠	lid
賜	grant	シ、たまわる	15.0	勿	
賜	grant	シ、たまわる	15.0	貝	shell
賜	grant	シ、たまわる	15.0	目	eye
賜	grant	シ、たまわる	15.0	ハ	
賜	grant	シ、たまわる	15.0	日	sun
賞	prize	ショウ	15.0	貝	shell
賞	prize	ショウ	15.0	目	eye
賞	prize	ショウ	15.0	ハ	
賞	prize	ショウ	15.0	口	mouth
賞	prize	ショウ	15.0	⺌	small
賞	prize	ショウ	15.0	冖	cloth cover
賠	compensation	バイ	15.0	貝	shell
賠	compensation	バイ	15.0	目	eye
賠	compensation	バイ	15.0	ハ	
賠	compensation	バイ	15.0	口	mouth
賠	compensation	バイ	15.0	立	stand
賢	intelligent	ケン、かしこい	16.0	貝	shell
賢	intelligent	ケン、かしこい	16.0	目	eye
賢	intelligent	ケン、かしこい	16.0	ハ	
賢	intelligent	ケン、かしこい	16.0	臣	minister
賢	intelligent	ケン、かしこい	16.0	又	again
賦	levy	フ	15.0	貝	shell
賦	levy	フ	15.0	目	eye
賦	levy	フ	15.0	ハ	
賦	levy	フ	15.0	止	stop
賦	levy	フ	15.0	弋	shoot
質	quality	シツ、シチ、チ	15.0	貝	shell
質	quality	シツ、シチ、チ	15.0	目	eye
質	quality	シツ、シチ、チ	15.0	ハ	
質	quality	シツ、シチ、チ	15.0	斤	axe
購	subscription	コウ	17.0	｜	
購	subscription	コウ	17.0	一	one
購	subscription	コウ	17.0	貝	shell
購	subscription	コウ	17.0	目	eye
購	subscription	コウ	17.0	ハ	
購	subscription	コウ	17.0	冂	wide
購	subscription	コウ	17.0	十	ten
贈	presents	ゾウ、ソウ、おくる	18.0	貝	shell
贈	presents	ゾウ、ソウ、おくる	18.0	目	eye
贈	presents	ゾウ、ソウ、おくる	18.0	ハ	
贈	presents	ゾウ、ソウ、おくる	18.0	田	field
贈	presents	ゾウ、ソウ、おくる	18.0	日	sun
贈	presents	ゾウ、ソウ、おくる	18.0	并	
赤	red	セキ、シャク、あか、あかい、あからむ、あからめる	7.0	赤	red
赤	red	セキ、シャク、あか、あかい、あからむ、あからめる	7.0	土	earth
赦	pardon	シャ	11.0	赤	red
赦	pardon	シャ	11.0	土	earth
赦	pardon	シャ	11.0	攵	rap, tap
走	run	ソウ、はしる	7.0	走	run
走	run	ソウ、はしる	7.0	土	earth
赴	proceed	フ、おもむく	9.0	走	run
赴	proceed	フ、おもむく	9.0	土	earth
赴	proceed	フ、おもむく	9.0	卜	divination
起	wake up	キ、おきる、おこる、おこす	10.0	走	run
起	wake up	キ、おきる、おこる、おこす	10.0	土	earth
起	wake up	キ、おきる、おこる、おこす	10.0	已	
超	transcend	チョウ、こえる、こす	12.0	口	mouth
超	transcend	チョウ、こえる、こす	12.0	走	run
超	transcend	チョウ、こえる、こす	12.0	土	earth
超	transcend	チョウ、こえる、こす	12.0	刀	knife
越	cross over	エツ、こす、こえる	12.0	走	run
越	cross over	エツ、こす、こえる	12.0	土	earth
越	cross over	エツ、こす、こえる	12.0	戈	halberd
趣	gist	シュ、おもむき	15.0	耳	ear
趣	gist	シュ、おもむき	15.0	走	run
趣	gist	シュ、おもむき	15.0	土	earth
趣	gist	シュ、おもむき	15.0	又	again
足	foot	ソク、あし、たりる、たる、たす	7.0	口	mouth
足	foot	ソク、あし、たりる、たる、たす	7.0	足	foot
距	long-distance	キョ	12.0	口	mouth
距	long-distance	キョ	12.0	足	foot
距	long-distance	キョ	12.0	匚	box
距	long-distance	キョ	12.0	巨	gigantic
跡	tracks	セキ、あと	13.0	口	mouth
跡	tracks	セキ、あと	13.0	止	stop
跡	tracks	セキ、あと	13.0	赤	red
跡	tracks	セキ、あと	13.0	足	foot
跡	tracks	セキ、あと	13.0	亠	lid
路	road	ロ、じ	13.0	口	mouth
路	road	ロ、じ	13.0	足	foot
路	road	ロ、じ	13.0	夂	go
跳	hop	チョウ、はねる、とぶ	13.0	口	mouth
跳	hop	チョウ、はねる、とぶ	13.0	足	foot
跳	hop	チョウ、はねる、とぶ	13.0	儿	son, legs
跳	hop	チョウ、はねる、とぶ	13.0	冫	ice
践	tread	セン	13.0	ノ	
践	tread	セン	13.0	口	mouth
践	tread	セン	13.0	足	foot
践	tread	セン	13.0	毛	fur
践	tread	セン	13.0	丶	dot
踊	jump	ヨウ、おどる、おどり	14.0	口	mouth
踊	jump	ヨウ、おどる、おどり	14.0	足	foot
踊	jump	ヨウ、おどる、おどり	14.0	用	use
踊	jump	ヨウ、おどる、おどり	14.0	マ	
踏	step	トウ、ふむ、ふまえる	15.0	口	mouth
踏	step	トウ、ふむ、ふまえる	15.0	水	water
踏	step	トウ、ふむ、ふまえる	15.0	足	foot
踏	step	トウ、ふむ、ふまえる	15.0	日	sun
踪	remains	ソウ	15.0	口	mouth
踪	remains	ソウ	15.0	示	spirit
踪	remains	ソウ	15.0	二	two
踪	remains	ソウ	15.0	小	small
踪	remains	ソウ	15.0	足	foot
踪	remains	ソウ	15.0	宀	roof
蹴	kick	シュウ、ける	19.0	ノ	
蹴	kick	シュウ、ける	19.0	乙	second
蹴	kick	シュウ、ける	19.0	口	mouth
蹴	kick	シュウ、ける	19.0	小	small
蹴	kick	シュウ、ける	19.0	足	foot
蹴	kick	シュウ、ける	19.0	丶	dot
蹴	kick	シュウ、ける	19.0	亠	lid
蹴	kick	シュウ、ける	19.0	尤	
蹴	kick	シュウ、ける	19.0	尢	lame
躍	leap	ヤク、おどる	21.0	ヨ	
躍	leap	ヤク、おどる	21.0	口	mouth
躍	leap	ヤク、おどる	21.0	足	foot
躍	leap	ヤク、おどる	21.0	隹	short-tailed bird
身	body	シン、み	7.0	身	body
車	car	シャ、くるま	7.0	車	cart
軌	rut	キ	9.0	車	cart
軌	rut	キ	9.0	九	nine
軍	army	グン	9.0	車	cart
軍	army	グン	9.0	冖	cloth cover
軒	flats	ケン、のき	10.0	干	dry
軒	flats	ケン、のき	10.0	車	cart
軟	soft	ナン、やわらか、やわらかい	11.0	欠	lack
軟	soft	ナン、やわらか、やわらかい	11.0	車	cart
転	revolve	テン、ころがる、ころげる、ころがす、ころぶ	11.0	車	cart
転	revolve	テン、ころがる、ころげる、ころがす、ころぶ	11.0	二	two
転	revolve	テン、ころがる、ころげる、ころがす、ころぶ	11.0	厶	private
軸	axis	ジク	12.0	｜	
軸	axis	ジク	12.0	車	cart
軸	axis	ジク	12.0	日	sun
軸	axis	ジク	12.0	田	field
軽	light	ケイ、かるい、かろやか	12.0	車	cart
軽	light	ケイ、かるい、かろやか	12.0	土	earth
軽	light	ケイ、かるい、かろやか	12.0	又	again
較	contrast	カク	13.0	車	cart
較	contrast	カク	13.0	父	father
較	contrast	カク	13.0	亠	lid
載	ride	サイ、のせる、のる	13.0	車	cart
載	ride	サイ、のせる、のる	13.0	土	earth
載	ride	サイ、のせる、のる	13.0	戈	halberd
輝	radiance	キ、かがやく	15.0	車	cart
輝	radiance	キ、かがやく	15.0	⺌	small
輝	radiance	キ、かがやく	15.0	儿	son, legs
輝	radiance	キ、かがやく	15.0	冖	cloth cover
輩	comrade	ハイ	15.0	車	cart
輩	comrade	ハイ	15.0	非	wrong
輪	wheel	リン、わ	15.0	｜	
輪	wheel	リン、わ	15.0	一	one
輪	wheel	リン、わ	15.0	車	cart
輪	wheel	リン、わ	15.0	𠆢	
輪	wheel	リン、わ	15.0	冊	counter for books
輸	transport	ユ	16.0	刂	knife
輸	transport	ユ	16.0	月	moon
輸	transport	ユ	16.0	車	cart
輸	transport	ユ	16.0	𠆢	
轄	control	カツ	17.0	口	mouth
轄	control	カツ	17.0	車	cart
轄	control	カツ	17.0	土	earth
轄	control	カツ	17.0	亠	lid
轄	control	カツ	17.0	宀	roof
辛	spicy	シン、からい	7.0	十	ten
辛	spicy	シン、からい	7.0	辛	bitter
辛	spicy	シン、からい	7.0	立	stand
辞	resign	ジ、やめる	13.0	口	mouth
辞	resign	ジ、やめる	13.0	十	ten
辞	resign	ジ、やめる	13.0	辛	bitter
辞	resign	ジ、やめる	13.0	舌	tongue
辞	resign	ジ、やめる	13.0	立	stand
辣	bitter	ラツ	14.0	｜	
辣	bitter	ラツ	14.0	口	mouth
辣	bitter	ラツ	14.0	十	ten
辣	bitter	ラツ	14.0	辛	bitter
辣	bitter	ラツ	14.0	木	tree
辣	bitter	ラツ	14.0	立	stand
辱	embarrass	ジョク、はずかしめる	10.0	衣	clothes
辱	embarrass	ジョク、はずかしめる	10.0	寸	inch
辱	embarrass	ジョク、はずかしめる	10.0	辰	morning
辱	embarrass	ジョク、はずかしめる	10.0	厂	cliff
農	farming	ノウ	13.0	｜	
農	farming	ノウ	13.0	衣	clothes
農	farming	ノウ	13.0	一	one
農	farming	ノウ	13.0	辰	morning
農	farming	ノウ	13.0	日	sun
農	farming	ノウ	13.0	厂	cliff
辺	environs	ヘン、あたり、べ	5.0	辶	
辺	environs	ヘン、あたり、べ	5.0	刀	knife
込	crowded	こむ、こめる	5.0	辶	
込	crowded	こむ、こめる	5.0	入	enter
迅	swift	ジン	6.0	辶	
迅	swift	ジン	6.0	十	ten
迎	welcome	ゲイ、むかえる	7.0	辶	
迎	welcome	ゲイ、むかえる	7.0	卩	seal (device)
近	near	キン、ちかい	7.0	斤	axe
近	near	キン、ちかい	7.0	辶	
返	return	ヘン、かえす、かえる	7.0	辶	
返	return	ヘン、かえす、かえる	7.0	又	again
返	return	ヘン、かえす、かえる	7.0	厂	cliff
迫	urge	ハク、せまる	8.0	辶	
迫	urge	ハク、せまる	8.0	白	white
迭	transfer	テツ	8.0	｜	
迭	transfer	テツ	8.0	ノ	
迭	transfer	テツ	8.0	一	one
迭	transfer	テツ	8.0	牛	cow
迭	transfer	テツ	8.0	辶	
迭	transfer	テツ	8.0	矢	arrow
迭	transfer	テツ	8.0	大	big
述	mention	ジュツ、のべる	8.0	辶	
述	mention	ジュツ、のべる	8.0	十	ten
述	mention	ジュツ、のべる	8.0	丶	dot
述	mention	ジュツ、のべる	8.0	木	tree
迷	astray	メイ、まよう	9.0	辶	
迷	astray	メイ、まよう	9.0	米	rice
追	follow	ツイ、おう	9.0	｜	
追	follow	ツイ、おう	9.0	口	mouth
追	follow	ツイ、おう	9.0	辶	
退	retreat	タイ、しりぞく、しりぞける	9.0	辶	
退	retreat	タイ、しりぞく、しりぞける	9.0	艮	stopping
送	send	ソウ、おくる	9.0	辶	
送	send	ソウ、おくる	9.0	并	
送	send	ソウ、おくる	9.0	大	big
送	send	ソウ、おくる	9.0	一	one
逃	escape	トウ、にげる、にがす、のがす、のがれる	9.0	辶	
逃	escape	トウ、にげる、にがす、のがす、のがれる	9.0	儿	son, legs
逃	escape	トウ、にげる、にがす、のがす、のがれる	9.0	冫	ice
逆	inverted	ギャク、さか、さからう	9.0	辶	
逆	inverted	ギャク、さか、さからう	9.0	并	
逆	inverted	ギャク、さか、さからう	9.0	屮	sprout
透	transparent	トウ、すく、すかす、すける	10.0	ノ	
透	transparent	トウ、すく、すかす、すける	10.0	禾	grain
透	transparent	トウ、すく、すかす、すける	10.0	辶	
透	transparent	トウ、すく、すかす、すける	10.0	乃	
逐	pursue	チク	10.0	辶	
逐	pursue	チク	10.0	豕	pig
逓	relay	テイ	10.0	巾	turban
逓	relay	テイ	10.0	辶	
逓	relay	テイ	10.0	厂	cliff
逓	relay	テイ	10.0	二	two
逓	relay	テイ	10.0	｜	
途	route	ト	10.0	辶	
途	route	ト	10.0	ハ	
途	route	ト	10.0	𠆢	
途	route	ト	10.0	亅	hook
途	route	ト	10.0	木	tree
通	pass through	ツウ、ツ、とおる、とおす、かよう	10.0	辶	
通	pass through	ツウ、ツ、とおる、とおす、かよう	10.0	用	use
通	pass through	ツウ、ツ、とおる、とおす、かよう	10.0	マ	
逝	departed	セイ、ゆく、いく	10.0	斤	axe
逝	departed	セイ、ゆく、いく	10.0	辶	
逝	departed	セイ、ゆく、いく	10.0	扌	hand
速	fast	ソク、はやい、はやめる、はやまる、すみやか	10.0	｜	
速	fast	ソク、はやい、はやめる、はやまる、すみやか	10.0	一	one
速	fast	ソク、はやい、はやめる、はやまる、すみやか	10.0	口	mouth
速	fast	ソク、はやい、はやめる、はやまる、すみやか	10.0	辶	
速	fast	ソク、はやい、はやめる、はやまる、すみやか	10.0	ハ	
速	fast	ソク、はやい、はやめる、はやまる、すみやか	10.0	木	tree
造	create	ゾウ、つくる	10.0	ノ	
造	create	ゾウ、つくる	10.0	口	mouth
造	create	ゾウ、つくる	10.0	辶	
造	create	ゾウ、つくる	10.0	土	earth
連	take along	レン、つらなる、つらねる、つれる	10.0	辶	
連	take along	レン、つらなる、つらねる、つれる	10.0	車	cart
逮	apprehend	タイ	11.0	ヨ	
逮	apprehend	タイ	11.0	辶	
逮	apprehend	タイ	11.0	水	water
逮	apprehend	タイ	11.0	隶	slave
週	week	シュウ	11.0	口	mouth
週	week	シュウ	11.0	辶	
週	week	シュウ	11.0	土	earth
週	week	シュウ	11.0	冂	wide
進	advance	シン、すすむ、すすめる	11.0	辶	
進	advance	シン、すすむ、すすめる	11.0	隹	short-tailed bird
逸	deviate	イツ	11.0	ノ	
逸	deviate	イツ	11.0	辶	
逸	deviate	イツ	11.0	免	excuse
逸	deviate	イツ	11.0	儿	son, legs
逸	deviate	イツ	11.0	勹	wrap
遂	consummate	スイ、とげる	12.0	辶	
遂	consummate	スイ、とげる	12.0	并	
遂	consummate	スイ、とげる	12.0	豕	pig
遅	slow	チ、おくれる、おくらす、おそい	12.0	王	jade
遅	slow	チ、おくれる、おくらす、おそい	12.0	辶	
遅	slow	チ、おくれる、おくらす、おそい	12.0	并	
遅	slow	チ、おくれる、おくらす、おそい	12.0	羊	sheep
遅	slow	チ、おくれる、おくらす、おそい	12.0	尸	corpse
遇	interview	グウ	12.0	辶	
遇	interview	グウ	12.0	田	field
遇	interview	グウ	12.0	冂	wide
遇	interview	グウ	12.0	厶	private
遇	interview	グウ	12.0	禸	track
遊	play	ユウ、ユ、あそぶ	12.0	辶	
遊	play	ユウ、ユ、あそぶ	12.0	子	child
遊	play	ユウ、ユ、あそぶ	12.0	方	square
運	carry	ウン、はこぶ	12.0	辶	
運	carry	ウン、はこぶ	12.0	車	cart
運	carry	ウン、はこぶ	12.0	冖	cloth cover
遍	everywhere	ヘン	12.0	｜	
遍	everywhere	ヘン	12.0	一	one
遍	everywhere	ヘン	12.0	戸	door
遍	everywhere	ヘン	12.0	辶	
遍	everywhere	ヘン	12.0	冂	wide
遍	everywhere	ヘン	12.0	冊	counter for books
遍	everywhere	ヘン	12.0	尸	corpse
過	go beyond	カ、すぎる、すごす、あやまつ、あやまち	12.0	口	mouth
過	go beyond	カ、すぎる、すごす、あやまつ、あやまち	12.0	辶	
過	go beyond	カ、すぎる、すごす、あやまつ、あやまち	12.0	冂	wide
道	road	ドウ、トウ、みち	12.0	辶	
道	road	ドウ、トウ、みち	12.0	自	self
道	road	ドウ、トウ、みち	12.0	并	
道	road	ドウ、トウ、みち	12.0	首	head
達	attain	タツ	12.0	王	jade
達	attain	タツ	12.0	辶	
達	attain	タツ	12.0	土	earth
達	attain	タツ	12.0	并	
達	attain	タツ	12.0	羊	sheep
違	differ	イ、ちがう、ちがえる	13.0	口	mouth
違	differ	イ、ちがう、ちがえる	13.0	辶	
違	differ	イ、ちがう、ちがえる	13.0	韋	tanned leather
遠	far	エン、オン、とおい	13.0	衣	clothes
遠	far	エン、オン、とおい	13.0	口	mouth
遠	far	エン、オン、とおい	13.0	辶	
遠	far	エン、オン、とおい	13.0	土	earth
遣	dispatch	ケン、つかう、つかわす	13.0	｜	
遣	dispatch	ケン、つかう、つかわす	13.0	一	one
遣	dispatch	ケン、つかう、つかわす	13.0	口	mouth
遣	dispatch	ケン、つかう、つかわす	13.0	辶	
適	suitable	テキ	14.0	口	mouth
適	suitable	テキ	14.0	辶	
適	suitable	テキ	14.0	十	ten
適	suitable	テキ	14.0	并	
適	suitable	テキ	14.0	立	stand
適	suitable	テキ	14.0	亠	lid
適	suitable	テキ	14.0	冂	wide
適	suitable	テキ	14.0	滴	drip
遭	encounter	ソウ、あう	14.0	｜	
遭	encounter	ソウ、あう	14.0	一	one
遭	encounter	ソウ、あう	14.0	辶	
遭	encounter	ソウ、あう	14.0	日	sun
遮	intercept	シャ、さえぎる	14.0	一	one
遮	intercept	シャ、さえぎる	14.0	辶	
遮	intercept	シャ、さえぎる	14.0	广	dotted cliff
遮	intercept	シャ、さえぎる	14.0	灬	fire
遵	abide by	ジュン	15.0	辶	
遵	abide by	ジュン	15.0	寸	inch
遵	abide by	ジュン	15.0	酉	wine
遵	abide by	ジュン	15.0	并	
遷	transition	セン	15.0	辶	
遷	transition	セン	15.0	西	cover
遷	transition	セン	15.0	大	big
遷	transition	セン	15.0	已	
選	choose	セン、えらぶ	15.0	｜	
選	choose	セン、えらぶ	15.0	辶	
選	choose	セン、えらぶ	15.0	二	two
選	choose	セン、えらぶ	15.0	ハ	
選	choose	セン、えらぶ	15.0	已	
遺	bequeath	イ、ユイ	15.0	一	one
遺	bequeath	イ、ユイ	15.0	貝	shell
遺	bequeath	イ、ユイ	15.0	目	eye
遺	bequeath	イ、ユイ	15.0	ハ	
遺	bequeath	イ、ユイ	15.0	辶	
遺	bequeath	イ、ユイ	15.0	口	mouth
避	evade	ヒ、さける	16.0	口	mouth
避	evade	ヒ、さける	16.0	辶	
避	evade	ヒ、さける	16.0	十	ten
避	evade	ヒ、さける	16.0	辛	bitter
避	evade	ヒ、さける	16.0	立	stand
避	evade	ヒ、さける	16.0	尸	corpse
還	send back	カン	16.0	衣	clothes
還	send back	カン	16.0	口	mouth
還	send back	カン	16.0	辶	
還	send back	カン	16.0	罒	
還	send back	カン	16.0	一	one
那	what	ナ	7.0	刀	knife
那	what	ナ	7.0	⻏	city
那	what	ナ	7.0	二	two
邦	home country	ホウ	7.0	ノ	
邦	home country	ホウ	7.0	二	two
邦	home country	ホウ	7.0	⻏	city
邪	wicked	ジャ	8.0	牙	fang
邪	wicked	ジャ	8.0	⻏	city
邸	residence	テイ	8.0	氏	clan
邸	residence	テイ	8.0	⻏	city
郊	outskirts	コウ	9.0	父	father
郊	outskirts	コウ	9.0	⻏	city
郊	outskirts	コウ	9.0	亠	lid
郎	son	ロウ	9.0	艮	stopping
郎	son	ロウ	9.0	⻏	city
郡	county	グン	10.0	一	one
郡	county	グン	10.0	口	mouth
郡	county	グン	10.0	⻏	city
郡	county	グン	10.0	ノ	
部	part	ブ	11.0	口	mouth
部	part	ブ	11.0	⻏	city
部	part	ブ	11.0	立	stand
郭	enclosure	カク	11.0	口	mouth
郭	enclosure	カク	11.0	⻏	city
郭	enclosure	カク	11.0	亅	hook
郭	enclosure	カク	11.0	亠	lid
郭	enclosure	カク	11.0	子	child
郵	mail	ユウ	11.0	｜	
郵	mail	ユウ	11.0	ノ	
郵	mail	ユウ	11.0	一	one
郵	mail	ユウ	11.0	⻏	city
郷	home town	キョウ、ゴウ	11.0	艮	stopping
郷	home town	キョウ、ゴウ	11.0	⻏	city
郷	home town	キョウ、ゴウ	11.0	幺	short thread
都	metropolis	ト、ツ、みやこ	11.0	日	sun
都	metropolis	ト、ツ、みやこ	11.0	⻏	city
都	metropolis	ト、ツ、みやこ	11.0	⺹	
酌	bartending	シャク、くむ	10.0	酉	wine
酌	bartending	シャク、くむ	10.0	丶	dot
酌	bartending	シャク、くむ	10.0	勹	wrap
配	distribute	ハイ、くばる	10.0	酉	wine
配	distribute	ハイ、くばる	10.0	已	
酎	sake	チュウ	10.0	寸	inch
酎	sake	チュウ	10.0	酉	wine
酒	alcoholic drink	シュ、さけ、さか	10.0	氵	water
酒	alcoholic drink	シュ、さけ、さか	10.0	酉	wine
酔	drunk	スイ、よう	11.0	九	nine
酔	drunk	スイ、よう	11.0	十	ten
酔	drunk	スイ、よう	11.0	酉	wine
酢	vinegar	サク、す	12.0	｜	
酢	vinegar	サク、す	12.0	ノ	
酢	vinegar	サク、す	12.0	酉	wine
酪	dairy products	ラク	13.0	口	mouth
酪	dairy products	ラク	13.0	酉	wine
酪	dairy products	ラク	13.0	夂	go
酬	repay	シュウ	13.0	｜	
酬	repay	シュウ	13.0	川	river
酬	repay	シュウ	13.0	酉	wine
酬	repay	シュウ	13.0	丶	dot
酵	fermentation	コウ	14.0	子	child
酵	fermentation	コウ	14.0	酉	wine
酵	fermentation	コウ	14.0	⺹	
酷	cruel	コク	14.0	ノ	
酷	cruel	コク	14.0	口	mouth
酷	cruel	コク	14.0	土	earth
酷	cruel	コク	14.0	酉	wine
酸	acid	サン、すい	14.0	酉	wine
酸	acid	サン、すい	14.0	儿	son, legs
酸	acid	サン、すい	14.0	厶	private
酸	acid	サン、すい	14.0	夂	go
醒	be disillusioned	セイ	16.0	生	life
醒	be disillusioned	セイ	16.0	酉	wine
醒	be disillusioned	セイ	16.0	日	sun
醜	ugly	シュウ、みにくい	17.0	鬼	ghost
醜	ugly	シュウ、みにくい	17.0	田	field
醜	ugly	シュウ、みにくい	17.0	酉	wine
醜	ugly	シュウ、みにくい	17.0	儿	son, legs
醜	ugly	シュウ、みにくい	17.0	匕	spoon
醸	brew	ジョウ、かもす	20.0	衣	clothes
醸	brew	ジョウ、かもす	20.0	酉	wine
醸	brew	ジョウ、かもす	20.0	ハ	
醸	brew	ジョウ、かもす	20.0	亠	lid
采	form	サイ	8.0	爪	claw
采	form	サイ	8.0	木	tree
釈	explanation	シャク	11.0	釆	distinguish
釈	explanation	シャク	11.0	米	rice
釈	explanation	シャク	11.0	尸	corpse
釈	explanation	シャク	11.0	丶	dot
里	village	リ、さと	7.0	里	village
重	heavy	ジュウ、チョウ、え、おもい、かさねる、かさなる	9.0	｜	
重	heavy	ジュウ、チョウ、え、おもい、かさねる、かさなる	9.0	ノ	
重	heavy	ジュウ、チョウ、え、おもい、かさねる、かさなる	9.0	一	one
重	heavy	ジュウ、チョウ、え、おもい、かさねる、かさなる	9.0	日	sun
重	heavy	ジュウ、チョウ、え、おもい、かさねる、かさなる	9.0	里	village
野	field	ヤ、の	11.0	矛	spear
野	field	ヤ、の	11.0	里	village
野	field	ヤ、の	11.0	亅	hook
量	quantity	リョウ、はかる	12.0	一	one
量	quantity	リョウ、はかる	12.0	日	sun
量	quantity	リョウ、はかる	12.0	里	village
金	gold	キン、コン、かね、かな	8.0	金	gold
釜	kettle	かま	10.0	一	one
釜	kettle	かま	10.0	干	dry
釜	kettle	かま	10.0	并	
釜	kettle	かま	10.0	父	father
釜	kettle	かま	10.0	王	jade
釜	kettle	かま	10.0	丶	dot
釜	kettle	かま	10.0	ノ	
釜	kettle	かま	10.0	金	gold
針	needle	シン、はり	10.0	金	gold
針	needle	シン、はり	10.0	十	ten
釣	angling	チョウ、つる	11.0	金	gold
釣	angling	チョウ、つる	11.0	丶	dot
釣	angling	チョウ、つる	11.0	勹	wrap
鈍	dull	ドン、にぶい、にぶる	12.0	金	gold
鈍	dull	ドン、にぶい、にぶる	12.0	屯	barracks
鈴	small bell	レイ、リン、すず	13.0	金	gold
鈴	small bell	レイ、リン、すず	13.0	𠆢	
鈴	small bell	レイ、リン、すず	13.0	卩	seal (device)
鈴	small bell	レイ、リン、すず	13.0	一	one
鉄	iron	テツ	13.0	ノ	
鉄	iron	テツ	13.0	金	gold
鉄	iron	テツ	13.0	二	two
鉄	iron	テツ	13.0	矢	arrow
鉄	iron	テツ	13.0	大	big
鉛	lead	エン、なまり	13.0	金	gold
鉛	lead	エン、なまり	13.0	口	mouth
鉛	lead	エン、なまり	13.0	并	
鉛	lead	エン、なまり	13.0	ハ	
鉢	bowl	ハチ、ハツ	13.0	一	one
鉢	bowl	ハチ、ハツ	13.0	金	gold
鉢	bowl	ハチ、ハツ	13.0	木	tree
鉱	mineral	コウ	13.0	金	gold
鉱	mineral	コウ	13.0	厶	private
鉱	mineral	コウ	13.0	广	dotted cliff
銀	silver	ギン	14.0	金	gold
銀	silver	ギン	14.0	艮	stopping
銃	gun	ジュウ	14.0	金	gold
銃	gun	ジュウ	14.0	亠	lid
銃	gun	ジュウ	14.0	儿	son, legs
銃	gun	ジュウ	14.0	厶	private
銅	copper	ドウ	14.0	金	gold
銅	copper	ドウ	14.0	口	mouth
銅	copper	ドウ	14.0	冂	wide
銅	copper	ドウ	14.0	一	one
銘	inscription	メイ	14.0	金	gold
銘	inscription	メイ	14.0	口	mouth
銘	inscription	メイ	14.0	夕	evening
銭	coin	セン、ぜに	14.0	ノ	
銭	coin	セン、ぜに	14.0	金	gold
銭	coin	セン、ぜに	14.0	毛	fur
銭	coin	セン、ぜに	14.0	丶	dot
鋭	pointed	エイ、するどい	15.0	金	gold
鋭	pointed	エイ、するどい	15.0	口	mouth
鋭	pointed	エイ、するどい	15.0	并	
鋭	pointed	エイ、するどい	15.0	𠆢	
