kanji	kanji_meaning	kanji_readings	kanji_strokes	component	component_meaning
再	again	サイ、サ、ふたたび	6.0	冂	wide
再	again	サイ、サ、ふたたび	6.0	王	jade
冒	risk	ボウ、おかす	9.0	日	sun
冒	risk	ボウ、おかす	9.0	目	eye
冗	superfluous	ジョウ	4.0	冖	cloth cover
冗	superfluous	ジョウ	4.0	几	table
写	copy	シャ、うつす、うつる	5.0	一	one
写	copy	シャ、うつす、うつる	5.0	冖	cloth cover
写	copy	シャ、うつす、うつる	5.0	勹	wrap
冠	crown	カン、かんむり	9.0	寸	inch
冠	crown	カン、かんむり	9.0	儿	son, legs
冠	crown	カン、かんむり	9.0	冖	cloth cover
冥	dark	メイ、ミョウ	10.0	日	sun
冥	dark	メイ、ミョウ	10.0	ハ	
冥	dark	メイ、ミョウ	10.0	亠	lid
冥	dark	メイ、ミョウ	10.0	冖	cloth cover
冬	winter	トウ、ふゆ	5.0	夂	go
冬	winter	トウ、ふゆ	5.0	丶	dot
冬	winter	トウ、ふゆ	5.0	攵	rap, tap
冶	melting	ヤ	7.0	口	mouth
冶	melting	ヤ	7.0	冫	ice
冶	melting	ヤ	7.0	厶	private
冷	cool	レイ、つめたい、ひえる、ひや、ひやす、ひやかす、さめる、さます	7.0	𠆢	
冷	cool	レイ、つめたい、ひえる、ひや、ひやす、ひやかす、さめる、さます	7.0	冫	ice
冷	cool	レイ、つめたい、ひえる、ひや、ひやす、ひやかす、さめる、さます	7.0	卩	seal (device)
冷	cool	レイ、つめたい、ひえる、ひや、ひやす、ひやかす、さめる、さます	7.0	一	one
凄	uncanny	セイ	10.0	女	woman
凄	uncanny	セイ	10.0	冫	ice
凄	uncanny	セイ	10.0	ヨ	
凄	uncanny	セイ	10.0	十	ten
准	quasi-	ジュン	10.0	冫	ice
准	quasi-	ジュン	10.0	隹	short-tailed bird
凍	frozen	トウ、こおる、こごえる	10.0	｜	
凍	frozen	トウ、こおる、こごえる	10.0	一	one
凍	frozen	トウ、こおる、こごえる	10.0	日	sun
凍	frozen	トウ、こおる、こごえる	10.0	木	tree
凍	frozen	トウ、こおる、こごえる	10.0	冫	ice
凍	frozen	トウ、こおる、こごえる	10.0	田	field
凝	congeal	ギョウ、こる、こらす	16.0	矢	arrow
凝	congeal	ギョウ、こる、こらす	16.0	冫	ice
凝	congeal	ギョウ、こる、こらす	16.0	匕	spoon
凝	congeal	ギョウ、こる、こらす	16.0	マ	
凝	congeal	ギョウ、こる、こらす	16.0	疋	bolt of cloth
凡	mediocre	ボン、ハン	3.0	丶	dot
凡	mediocre	ボン、ハン	3.0	几	table
処	dispose	ショ	5.0	几	table
処	dispose	ショ	5.0	夂	go
処	dispose	ショ	5.0	攵	rap, tap
凶	villain	キョウ	4.0	凵	receptacle
凶	villain	キョウ	4.0	丶	dot
凶	villain	キョウ	4.0	ノ	
凸	convex	トツ	5.0	｜	
凸	convex	トツ	5.0	一	one
凸	convex	トツ	5.0	冂	wide
凸	convex	トツ	5.0	凵	receptacle
凹	concave	オウ	5.0	凵	receptacle
出	exit	シュツ、スイ、でる、だす	5.0	｜	
出	exit	シュツ、スイ、でる、だす	5.0	山	mountain
刀	sword	トウ、かたな	2.0	刀	knife
刃	blade	ジン、は	3.0	刀	knife
刃	blade	ジン、は	3.0	丶	dot
分	part, minute of time	ブン、フン、ブ、わける、わかれる、わかる、わかつ	4.0	刀	knife
分	part, minute of time	ブン、フン、ブ、わける、わかれる、わかる、わかつ	4.0	ハ	
切	cut	セツ、サイ、きる、きれる	4.0	刀	knife
切	cut	セツ、サイ、きる、きれる	4.0	匕	spoon
刈	reap	かる	4.0	刂	knife
刊	publish	カン	5.0	刂	knife
刊	publish	カン	5.0	干	dry
刑	punish	ケイ	6.0	刂	knife
刑	punish	ケイ	6.0	廾	arch
刑	punish	ケイ	6.0	ノ	
列	row	レツ	6.0	刂	knife
列	row	レツ	6.0	歹	death
初	first	ショ、はじめ、はじめて、はつ、うい、そめる	7.0	衤	
初	first	ショ、はじめ、はじめて、はつ、うい、そめる	7.0	刀	knife
判	judge	ハン、バン	7.0	｜	
判	judge	ハン、バン	7.0	刂	knife
判	judge	ハン、バン	7.0	二	two
判	judge	ハン、バン	7.0	并	
判	judge	ハン、バン	7.0	十	ten
別	separate	ベツ、わかれる	7.0	刂	knife
別	separate	ベツ、わかれる	7.0	口	mouth
別	separate	ベツ、わかれる	7.0	力	power
利	profit	リ、きく	7.0	禾	grain
利	profit	リ、きく	7.0	刂	knife
到	arrival	トウ	8.0	刂	knife
到	arrival	トウ	8.0	至	arrive
到	arrival	トウ	8.0	土	earth
到	arrival	トウ	8.0	厶	private
制	control	セイ	8.0	ノ	
制	control	セイ	8.0	刂	knife
制	control	セイ	8.0	牛	cow
制	control	セイ	8.0	巾	turban
制	control	セイ	8.0	二	two
刷	printing	サツ、する	8.0	刂	knife
刷	printing	サツ、する	8.0	巾	turban
刷	printing	サツ、する	8.0	尸	corpse
券	ticket	ケン	8.0	一	one
券	ticket	ケン	8.0	人	man
券	ticket	ケン	8.0	大	big
券	ticket	ケン	8.0	刀	knife
券	ticket	ケン	8.0	二	two
券	ticket	ケン	8.0	并	
刹	temple	サツ、セツ	8.0	刂	knife
刹	temple	サツ、セツ	8.0	木	tree
刺	thorn	シ、さす、ささる	8.0	｜	
刺	thorn	シ、さす、ささる	8.0	刂	knife
刺	thorn	シ、さす、ささる	8.0	巾	turban
刺	thorn	シ、さす、ささる	8.0	ハ	
刺	thorn	シ、さす、ささる	8.0	木	tree
刺	thorn	シ、さす、ささる	8.0	亅	hook
刺	thorn	シ、さす、ささる	8.0	冂	wide
刻	engrave	コク、きざむ	8.0	刂	knife
刻	engrave	コク、きざむ	8.0	亠	lid
則	rule	ソク	9.0	貝	shell
則	rule	ソク	9.0	目	eye
則	rule	ソク	9.0	ハ	
則	rule	ソク	9.0	刂	knife
削	plane	サク、けずる	9.0	刂	knife
削	plane	サク、けずる	9.0	月	moon
削	plane	サク、けずる	9.0	⺌	small
前	in front	ゼン、まえ	9.0	一	one
前	in front	ゼン、まえ	9.0	刂	knife
前	in front	ゼン、まえ	9.0	月	moon
前	in front	ゼン、まえ	9.0	并	
剖	divide	ボウ	10.0	刂	knife
剖	divide	ボウ	10.0	口	mouth
剖	divide	ボウ	10.0	立	stand
剛	sturdy	ゴウ	10.0	刂	knife
剛	sturdy	ゴウ	10.0	并	
剛	sturdy	ゴウ	10.0	冂	wide
剛	sturdy	ゴウ	10.0	岡	hill
剛	sturdy	ゴウ	10.0	山	mountain
剣	sabre	ケン、つるぎ	10.0	刂	knife
剣	sabre	ケン、つるぎ	10.0	口	mouth
剣	sabre	ケン、つるぎ	10.0	人	man
剣	sabre	ケン、つるぎ	10.0	𠆢	
剤	dose	ザイ	10.0	｜	
剤	dose	ザイ	10.0	ノ	
剤	dose	ザイ	10.0	刂	knife
剤	dose	ザイ	10.0	文	script
剤	dose	ザイ	10.0	廾	arch
剤	dose	ザイ	10.0	斉	even
副	vice	フク	11.0	一	one
副	vice	フク	11.0	刂	knife
副	vice	フク	11.0	口	mouth
副	vice	フク	11.0	田	field
剰	surplus	ジョウ	11.0	｜	
剰	surplus	ジョウ	11.0	ノ	
剰	surplus	ジョウ	11.0	一	one
剰	surplus	ジョウ	11.0	刂	knife
割	divide	カツ、わる、わり、われる、さく	12.0	刂	knife
割	divide	カツ、わる、わり、われる、さく	12.0	口	mouth
割	divide	カツ、わる、わり、われる、さく	12.0	土	earth
割	divide	カツ、わる、わり、われる、さく	12.0	宀	roof
割	divide	カツ、わる、わり、われる、さく	12.0	亠	lid
創	create	ソウ、つくる	12.0	刂	knife
創	create	ソウ、つくる	12.0	口	mouth
創	create	ソウ、つくる	12.0	𠆢	
劇	drama	ゲキ	15.0	刂	knife
劇	drama	ゲキ	15.0	卜	divination
劇	drama	ゲキ	15.0	匕	spoon
劇	drama	ゲキ	15.0	厂	cliff
劇	drama	ゲキ	15.0	虍	tiger
劇	drama	ゲキ	15.0	豕	pig
力	power	リョク、リキ、ちから	2.0	力	power
功	achievement	コウ、ク	5.0	工	work
功	achievement	コウ、ク	5.0	力	power
加	add	カ、くわえる、くわわる	5.0	口	mouth
加	add	カ、くわえる、くわわる	5.0	力	power
劣	inferiority	レツ、おとる	6.0	ノ	
劣	inferiority	レツ、おとる	6.0	小	small
劣	inferiority	レツ、おとる	6.0	力	power
助	help	ジョ、たすける、たすかる、すけ	7.0	目	eye
助	help	ジョ、たすける、たすかる、すけ	7.0	力	power
努	toil	ド、つとめる	7.0	女	woman
努	toil	ド、つとめる	7.0	又	again
努	toil	ド、つとめる	7.0	力	power
励	encourage	レイ、はげむ、はげます	7.0	斤	axe
励	encourage	レイ、はげむ、はげます	7.0	力	power
励	encourage	レイ、はげむ、はげます	7.0	厂	cliff
労	labour	ロウ	7.0	⺌	small
労	labour	ロウ	7.0	力	power
労	labour	ロウ	7.0	冖	cloth cover
効	effect	コウ、きく	8.0	父	father
効	effect	コウ、きく	8.0	力	power
効	effect	コウ、きく	8.0	亠	lid
劾	censure	ガイ	8.0	人	man
劾	censure	ガイ	8.0	力	power
劾	censure	ガイ	8.0	亠	lid
勃	rise	ボツ	9.0	子	child
勃	rise	ボツ	9.0	十	ten
勃	rise	ボツ	9.0	力	power
勃	rise	ボツ	9.0	冖	cloth cover
勅	imperial order	チョク	9.0	｜	
勅	imperial order	チョク	9.0	一	one
勅	imperial order	チョク	9.0	口	mouth
勅	imperial order	チョク	9.0	木	tree
勅	imperial order	チョク	9.0	力	power
勇	courage	ユウ、いさむ	9.0	田	field
勇	courage	ユウ、いさむ	9.0	力	power
勇	courage	ユウ、いさむ	9.0	マ	
勉	exertion	ベン	10.0	力	power
勉	exertion	ベン	10.0	免	excuse
勉	exertion	ベン	10.0	儿	son, legs
動	move	ドウ、うごく、うごかす	11.0	｜	
動	move	ドウ、うごく、うごかす	11.0	一	one
動	move	ドウ、うごく、うごかす	11.0	日	sun
動	move	ドウ、うごく、うごかす	11.0	力	power
動	move	ドウ、うごく、うごかす	11.0	里	village
勘	intuition	カン	11.0	力	power
勘	intuition	カン	11.0	匚	box
勘	intuition	カン	11.0	甘	sweet
勘	intuition	カン	11.0	儿	son, legs
務	duty	ム、つとめる、つとまる	11.0	矛	spear
務	duty	ム、つとめる、つとまる	11.0	力	power
務	duty	ム、つとめる、つとまる	11.0	夂	go
勝	win	ショウ、かつ、まさる	12.0	月	moon
勝	win	ショウ、かつ、まさる	12.0	人	man
勝	win	ショウ、かつ、まさる	12.0	大	big
勝	win	ショウ、かつ、まさる	12.0	二	two
勝	win	ショウ、かつ、まさる	12.0	并	
勝	win	ショウ、かつ、まさる	12.0	力	power
募	recruit	ボ、つのる	12.0	大	big
募	recruit	ボ、つのる	12.0	日	sun
募	recruit	ボ、つのる	12.0	力	power
募	recruit	ボ、つのる	12.0	⺾	
勢	power	セイ、いきおい	13.0	土	earth
勢	power	セイ、いきおい	13.0	力	power
勢	power	セイ、いきおい	13.0	丶	dot
勢	power	セイ、いきおい	13.0	儿	son, legs
勢	power	セイ、いきおい	13.0	九	nine
勤	diligence	キン、ゴン、つとめる、つとまる	12.0	土	earth
勤	diligence	キン、ゴン、つとめる、つとまる	12.0	力	power
勤	diligence	キン、ゴン、つとめる、つとまる	12.0	⺾	
勤	diligence	キン、ゴン、つとめる、つとまる	12.0	口	mouth
勧	persuade	カン、すすめる	13.0	ノ	
勧	persuade	カン、すすめる	13.0	力	power
勧	persuade	カン、すすめる	13.0	隹	short-tailed bird
勧	persuade	カン、すすめる	13.0	矢	arrow
勲	meritorious deed	クン	15.0	｜	
勲	meritorious deed	クン	15.0	力	power
勲	meritorious deed	クン	15.0	灬	fire
勲	meritorious deed	クン	15.0	日	sun
勲	meritorious deed	クン	15.0	一	one
勲	meritorious deed	クン	15.0	ノ	
勲	meritorious deed	クン	15.0	田	field
勾	capture	コウ	4.0	勹	wrap
勾	capture	コウ	4.0	厶	private
匂	scent	におう	4.0	勹	wrap
匂	scent	におう	4.0	匕	spoon
包	wrap	ホウ、つつむ	5.0	勹	wrap
包	wrap	ホウ、つつむ	5.0	已	
化	change	カ、ケ、ばける、ばかす	4.0	⺅	
化	change	カ、ケ、ばける、ばかす	4.0	匕	spoon
北	north	ホク、きた	5.0	匕	spoon
北	north	ホク、きた	5.0	爿	split wood
匠	artisan	ショウ	6.0	斤	axe
匠	artisan	ショウ	6.0	匚	box
匹	equal	ヒツ、ひき	4.0	儿	son, legs
匹	equal	ヒツ、ひき	4.0	匚	box
区	ward	ク	4.0	匚	box
区	ward	ク	4.0	丶	dot
区	ward	ク	4.0	ノ	
医	doctor	イ	7.0	矢	arrow
医	doctor	イ	7.0	匚	box
匿	hide	トク	10.0	ノ	
匿	hide	トク	10.0	口	mouth
匿	hide	トク	10.0	匚	box
匿	hide	トク	10.0	⺾	
十	ten	ジュウ、ジッ、とお、と	2.0	十	ten
千	thousand	セン、ち	3.0	ノ	
千	thousand	セン、ち	3.0	十	ten
升	measuring box	ショウ、ます	4.0	ノ	
升	measuring box	ショウ、ます	4.0	廾	arch
升	measuring box	ショウ、ます	4.0	十	ten
午	noon	ゴ	4.0	ノ	
午	noon	ゴ	4.0	干	dry
午	noon	ゴ	4.0	十	ten
半	half	ハン、なかば	5.0	｜	
半	half	ハン、なかば	5.0	二	two
半	half	ハン、なかば	5.0	并	
半	half	ハン、なかば	5.0	十	ten
卑	lowly	ヒ、いやしい、いやしむ、いやしめる	9.0	十	ten
卑	lowly	ヒ、いやしい、いやしむ、いやしめる	9.0	田	field
卒	graduate	ソツ	8.0	十	ten
卒	graduate	ソツ	8.0	人	man
卒	graduate	ソツ	8.0	亠	lid
卓	eminent	タク	8.0	十	ten
卓	eminent	タク	8.0	日	sun
卓	eminent	タク	8.0	卜	divination
協	cooperation	キョウ	8.0	十	ten
協	cooperation	キョウ	8.0	力	power
南	south	ナン、ナ、みなみ	9.0	干	dry
南	south	ナン、ナ、みなみ	9.0	十	ten
南	south	ナン、ナ、みなみ	9.0	并	
南	south	ナン、ナ、みなみ	9.0	冂	wide
単	simple	タン	9.0	十	ten
単	simple	タン	9.0	⺌	small
単	simple	タン	9.0	田	field
博	Dr.	ハク、バク	12.0	十	ten
博	Dr.	ハク、バク	12.0	寸	inch
博	Dr.	ハク、バク	12.0	田	field
博	Dr.	ハク、バク	12.0	丶	dot
占	fortune telling	セン、しめる、うらなう	5.0	口	mouth
占	fortune telling	セン、しめる、うらなう	5.0	卜	divination
印	mark	イン、しるし	6.0	｜	
印	mark	イン、しるし	6.0	卩	seal (device)
危	dangerous	キ、あぶない、あやうい、あやぶむ	6.0	勹	wrap
危	dangerous	キ、あぶない、あやうい、あやぶむ	6.0	厂	cliff
危	dangerous	キ、あぶない、あやうい、あやぶむ	6.0	卩	seal (device)
即	instant	ソク	7.0	艮	stopping
即	instant	ソク	7.0	卩	seal (device)
却	instead	キャク	7.0	土	earth
却	instead	キャク	7.0	卩	seal (device)
却	instead	キャク	7.0	厶	private
卵	egg	ラン、たまご	7.0	ノ	
卵	egg	ラン、たまご	7.0	卜	divination
卵	egg	ラン、たまご	7.0	丶	dot
卵	egg	ラン、たまご	7.0	卩	seal (device)
卸	wholesale	おろす、おろし	9.0	ノ	
卸	wholesale	おろす、おろし	9.0	止	stop
卸	wholesale	おろす、おろし	9.0	卩	seal (device)
厄	unlucky	ヤク	4.0	卩	seal (device)
厄	unlucky	ヤク	4.0	厂	cliff
厘	thousandth	リン	9.0	里	village
厘	thousandth	リン	9.0	厂	cliff
厚	thick	コウ、あつい	9.0	子	child
厚	thick	コウ、あつい	9.0	日	sun
厚	thick	コウ、あつい	9.0	厂	cliff
原	field	ゲン、はら	10.0	小	small
原	field	ゲン、はら	10.0	白	white
原	field	ゲン、はら	10.0	厂	cliff
厳	strict	ゲン、ゴン、おごそか、きびしい	17.0	耳	ear
厳	strict	ゲン、ゴン、おごそか、きびしい	17.0	⺌	small
厳	strict	ゲン、ゴン、おごそか、きびしい	17.0	厂	cliff
厳	strict	ゲン、ゴン、おごそか、きびしい	17.0	攵	rap, tap
去	leave	キョ、コ、さる	5.0	土	earth
去	leave	キョ、コ、さる	5.0	厶	private
参	participate	サン、まいる	8.0	一	one
参	participate	サン、まいる	8.0	厶	private
参	participate	サン、まいる	8.0	彡	bristle
又	or again	また	2.0	又	again
及	reach out	キュウ、およぶ、および、およぼす	3.0	丶	dot
及	reach out	キュウ、およぶ、および、およぼす	3.0	及	reach out
及	reach out	キュウ、およぶ、および、およぼす	3.0	乃	
友	friend	ユウ、とも	4.0	ノ	
友	friend	ユウ、とも	4.0	一	one
友	friend	ユウ、とも	4.0	又	again
双	pair	ソウ、ふた	4.0	又	again
双	pair	ソウ、ふた	4.0	丶	dot
反	anti-	ハン、ホン、タン、そる、そらす	4.0	又	again
反	anti-	ハン、ホン、タン、そる、そらす	4.0	厂	cliff
収	take in	シュウ、おさめる、おさまる	4.0	｜	
収	take in	シュウ、おさめる、おさまる	4.0	又	again
叔	uncle	シュク	8.0	小	small
叔	uncle	シュク	8.0	卜	divination
叔	uncle	シュク	8.0	又	again
取	take	シュ、とる	8.0	耳	ear
取	take	シュ、とる	8.0	又	again
受	accept	ジュ、うける、うかる	8.0	爪	claw
受	accept	ジュ、うける、うかる	8.0	又	again
受	accept	ジュ、うける、うかる	8.0	冖	cloth cover
叙	confer	ジョ	9.0	禾	grain
叙	confer	ジョ	9.0	又	again
叙	confer	ジョ	9.0	𠆢	
口	mouth	コウ、ク、くち	3.0	囗	enclosure
口	mouth	コウ、ク、くち	3.0	口	mouth
古	old	コ、ふるい、ふるす	5.0	口	mouth
古	old	コ、ふるい、ふるす	5.0	十	ten
句	phrase	ク	5.0	口	mouth
句	phrase	ク	5.0	勹	wrap
叫	shout	キョウ、さけぶ	6.0	｜	
叫	shout	キョウ、さけぶ	6.0	口	mouth
叫	shout	キョウ、さけぶ	6.0	十	ten
召	summon	ショウ、めす	5.0	口	mouth
召	summon	ショウ、めす	5.0	刀	knife
可	possible	カ	5.0	一	one
可	possible	カ	5.0	口	mouth
可	possible	カ	5.0	亅	hook
台	pedestal	ダイ、タイ	5.0	口	mouth
台	pedestal	ダイ、タイ	5.0	厶	private
史	history	シ	5.0	ノ	
史	history	シ	5.0	口	mouth
右	right (direction)	ウ、ユウ、みぎ	5.0	ノ	
右	right (direction)	ウ、ユウ、みぎ	5.0	一	one
右	right (direction)	ウ、ユウ、みぎ	5.0	口	mouth
号	number	ゴウ	5.0	一	one
号	number	ゴウ	5.0	口	mouth
号	number	ゴウ	5.0	勹	wrap
司	director	シ	5.0	一	one
司	director	シ	5.0	口	mouth
司	director	シ	5.0	亅	hook
各	each	カク、おのおの	6.0	口	mouth
各	each	カク、おのおの	6.0	夂	go
各	each	カク、おのおの	6.0	攵	rap, tap
合	fit	ゴウ、ガッ、カッ、あう、あわす、あわせる	6.0	口	mouth
合	fit	ゴウ、ガッ、カッ、あう、あわす、あわせる	6.0	𠆢	
合	fit	ゴウ、ガッ、カッ、あう、あわす、あわせる	6.0	一	one
吉	good luck	キチ、キツ	6.0	口	mouth
吉	good luck	キチ、キツ	6.0	士	scholar
同	same	ドウ、おなじ	6.0	口	mouth
同	same	ドウ、おなじ	6.0	冂	wide
同	same	ドウ、おなじ	6.0	一	one
名	name	メイ、ミョウ、な	6.0	口	mouth
名	name	メイ、ミョウ、な	6.0	夕	evening
后	empress	コウ	6.0	ノ	
后	empress	コウ	6.0	一	one
后	empress	コウ	6.0	斤	axe
后	empress	コウ	6.0	口	mouth
后	empress	コウ	6.0	亅	hook
后	empress	コウ	6.0	厂	cliff
吏	officer	リ	6.0	ノ	
吏	officer	リ	6.0	一	one
吏	officer	リ	6.0	口	mouth
吏	officer	リ	6.0	丶	dot
吐	spit	ト、はく	6.0	口	mouth
吐	spit	ト、はく	6.0	土	earth
向	over there	コウ、むく、むける、むかう、むこう	6.0	口	mouth
向	over there	コウ、むく、むける、むかう、むこう	6.0	冂	wide
君	you	クン、きみ	7.0	一	one
君	you	クン、きみ	7.0	口	mouth
君	you	クン、きみ	7.0	ノ	
吟	versify	ギン	7.0	口	mouth
吟	versify	ギン	7.0	𠆢	
否	negate	ヒ、いな	7.0	ノ	
否	negate	ヒ、いな	7.0	一	one
否	negate	ヒ、いな	7.0	口	mouth
否	negate	ヒ、いな	7.0	｜	
否	negate	ヒ、いな	7.0	丶	dot
含	include	ガン、ふくむ、ふくめる	7.0	口	mouth
含	include	ガン、ふくむ、ふくめる	7.0	𠆢	
吸	suck	キュウ、すう	6.0	ノ	
吸	suck	キュウ、すう	6.0	口	mouth
吸	suck	キュウ、すう	6.0	及	reach out
吹	blow	スイ、ふく	7.0	欠	lack
